"service_id","date","exception_type"
"5FCB94F4","20240223","1"
"5FCB94F4","20240226","1"
"5FCB94F4","20240227","1"
"5FCB94F4","20240228","1"
"5FCB94F4","20240229","1"
"5FCB94F4","20240301","1"
"DBD23C72","20231206","1"
"DBD23C72","20231207","1"
"DBD23C72","20231208","1"
"AA9A3845","20231206","1"
"AA9A3845","20231208","1"
"AA9A3845","20231212","1"
"AA9A3845","20231214","1"
"AA9A3845","20231218","1"
"AA9A3845","20231221","1"
"AA9A3845","20231222","1"
"AA9A3845","20231226","1"
"AA9A3845","20231228","1"
"AA9A3845","20240102","1"
"AA9A3845","20240103","1"
"AA9A3845","20240108","1"
"AA9A3845","20240110","1"
"AA9A3845","20240112","1"
"AA9A3845","20240115","1"
"AA9A3845","20240116","1"
"AA9A3845","20240117","1"
"AA9A3845","20240118","1"
"AA9A3845","20240119","1"
"AA9A3845","20240122","1"
"AA9A3845","20240124","1"
"AA9A3845","20240125","1"
"AA9A3845","20240126","1"
"AA9A3845","20240129","1"
"AA9A3845","20240130","1"
"AA9A3845","20240131","1"
"AA9A3845","20240201","1"
"AA9A3845","20240205","1"
"AA9A3845","20240207","1"
"AA9A3845","20240209","1"
"AA9A3845","20240212","1"
"AA9A3845","20240215","1"
"AA9A3845","20240216","1"
"AA9A3845","20240220","1"
"AA9A3845","20240221","1"
"AA9A3845","20240222","1"
"AA9A3845","20240223","1"
"AA9A3845","20240226","1"
"AA9A3845","20240228","1"
"AA9A3845","20240229","1"
"AA9A3845","20240301","1"
"F8789872","20231207","1"
"F8789872","20231211","1"
"F8789872","20231213","1"
"F8789872","20231215","1"
"F8789872","20231219","1"
"F8789872","20231220","1"
"F8789872","20231227","1"
"F8789872","20231229","1"
"F8789872","20240104","1"
"F8789872","20240105","1"
"F8789872","20240109","1"
"F8789872","20240111","1"
"F8789872","20240123","1"
"F8789872","20240202","1"
"F8789872","20240206","1"
"F8789872","20240208","1"
"F8789872","20240213","1"
"F8789872","20240214","1"
"F8789872","20240227","1"
"4CAD85AD","20231223","1"
"4CAD85AD","20231224","1"
"4CAD85AD","20231225","1"
"4CAD85AD","20231230","1"
"4CAD85AD","20231231","1"
"4CAD85AD","20240101","1"
"4CAD85AD","20240106","1"
"4CAD85AD","20240107","1"
"4CAD85AD","20240113","1"
"4CAD85AD","20240114","1"
"4CAD85AD","20240120","1"
"4CAD85AD","20240121","1"
"4CAD85AD","20240127","1"
"4CAD85AD","20240128","1"
"4CAD85AD","20240203","1"
"4CAD85AD","20240204","1"
"4CAD85AD","20240210","1"
"4CAD85AD","20240211","1"
"4CAD85AD","20240217","1"
"4CAD85AD","20240218","1"
"4CAD85AD","20240219","1"
"4CAD85AD","20240224","1"
"4CAD85AD","20240225","1"
"4CAD85AD","20240302","1"
"4CAD85AD","20240303","1"
"F47D8E28","20231209","1"
"F47D8E28","20231210","1"
"F47D8E28","20231216","1"
"F47D8E28","20231217","1"
"D422A744","20231206","1"
"D422A744","20231207","1"
"D422A744","20231208","1"
"D422A744","20231211","1"
"D422A744","20231213","1"
"D422A744","20231214","1"
"D422A744","20231215","1"
"D422A744","20231218","1"
"D422A744","20231219","1"
"D422A744","20231220","1"
"D422A744","20231221","1"
"D422A744","20231222","1"
"D422A744","20231226","1"
"D422A744","20231227","1"
"D422A744","20231228","1"
"D422A744","20231229","1"
"D422A744","20240102","1"
"D422A744","20240103","1"
"D422A744","20240104","1"
"D422A744","20240105","1"
"D422A744","20240108","1"
"D422A744","20240109","1"
"D422A744","20240110","1"
"D422A744","20240111","1"
"D422A744","20240112","1"
"D422A744","20240115","1"
"D422A744","20240116","1"
"D422A744","20240117","1"
"D422A744","20240118","1"
"D422A744","20240119","1"
"D422A744","20240122","1"
"D422A744","20240123","1"
"D422A744","20240124","1"
"D422A744","20240125","1"
"D422A744","20240126","1"
"D422A744","20240129","1"
"D422A744","20240130","1"
"D422A744","20240131","1"
"D422A744","20240201","1"
"D422A744","20240202","1"
"D422A744","20240205","1"
"D422A744","20240206","1"
"D422A744","20240207","1"
"D422A744","20240208","1"
"D422A744","20240209","1"
"D422A744","20240212","1"
"D422A744","20240213","1"
"D422A744","20240214","1"
"D422A744","20240215","1"
"D422A744","20240216","1"
"D422A744","20240220","1"
"D422A744","20240221","1"
"D422A744","20240222","1"
"D422A744","20240223","1"
"D422A744","20240226","1"
"D422A744","20240227","1"
"D422A744","20240228","1"
"D422A744","20240229","1"
"D422A744","20240301","1"
"7D395095","20231212","1"
"8D604933","20231206","1"
"8D604933","20231207","1"
"8D604933","20231208","1"
"8D604933","20231211","1"
"8D604933","20231212","1"
"8D604933","20231214","1"
"8D604933","20231215","1"
"8D604933","20231218","1"
"8D604933","20231219","1"
"8D604933","20231220","1"
"8D604933","20231221","1"
"8D604933","20231222","1"
"8D604933","20231226","1"
"8D604933","20231227","1"
"8D604933","20231228","1"
"8D604933","20231229","1"
"8D604933","20240102","1"
"8D604933","20240103","1"
"8D604933","20240104","1"
"8D604933","20240105","1"
"8D604933","20240108","1"
"8D604933","20240109","1"
"8D604933","20240110","1"
"8D604933","20240111","1"
"8D604933","20240112","1"
"8D604933","20240115","1"
"8D604933","20240116","1"
"8D604933","20240117","1"
"8D604933","20240118","1"
"8D604933","20240119","1"
"8D604933","20240122","1"
"8D604933","20240123","1"
"8D604933","20240124","1"
"8D604933","20240125","1"
"8D604933","20240126","1"
"8D604933","20240129","1"
"8D604933","20240130","1"
"8D604933","20240131","1"
"8D604933","20240201","1"
"8D604933","20240202","1"
"8D604933","20240205","1"
"8D604933","20240206","1"
"8D604933","20240207","1"
"8D604933","20240208","1"
"8D604933","20240209","1"
"8D604933","20240212","1"
"8D604933","20240213","1"
"8D604933","20240214","1"
"8D604933","20240215","1"
"8D604933","20240216","1"
"8D604933","20240220","1"
"8D604933","20240221","1"
"8D604933","20240222","1"
"8D604933","20240223","1"
"8D604933","20240226","1"
"8D604933","20240227","1"
"8D604933","20240228","1"
"8D604933","20240229","1"
"8D604933","20240301","1"
"CA249191","20231213","1"
"1C983EB4","20231206","1"
"1C983EB4","20231208","1"
"1C983EB4","20231214","1"
"1C983EB4","20231218","1"
"1C983EB4","20231221","1"
"1C983EB4","20231222","1"
"1C983EB4","20231226","1"
"1C983EB4","20231228","1"
"1C983EB4","20240102","1"
"1C983EB4","20240103","1"
"1C983EB4","20240108","1"
"1C983EB4","20240110","1"
"1C983EB4","20240112","1"
"1C983EB4","20240115","1"
"1C983EB4","20240116","1"
"1C983EB4","20240117","1"
"1C983EB4","20240118","1"
"1C983EB4","20240119","1"
"1C983EB4","20240122","1"
"1C983EB4","20240124","1"
"1C983EB4","20240125","1"
"1C983EB4","20240126","1"
"1C983EB4","20240129","1"
"1C983EB4","20240130","1"
"1C983EB4","20240131","1"
"1C983EB4","20240201","1"
"1C983EB4","20240205","1"
"1C983EB4","20240207","1"
"1C983EB4","20240209","1"
"1C983EB4","20240212","1"
"1C983EB4","20240215","1"
"1C983EB4","20240216","1"
"1C983EB4","20240220","1"
"1C983EB4","20240221","1"
"1C983EB4","20240222","1"
"1C983EB4","20240223","1"
"1C983EB4","20240226","1"
"1C983EB4","20240228","1"
"1C983EB4","20240229","1"
"1C983EB4","20240301","1"
"E0723B21","20231206","1"
"E0723B21","20231207","1"
"E0723B21","20231208","1"
"E0723B21","20231211","1"
"E0723B21","20231212","1"
"E0723B21","20231213","1"
"E0723B21","20231214","1"
"E0723B21","20231215","1"
"E0723B21","20231218","1"
"E0723B21","20231219","1"
"E0723B21","20231220","1"
"E0723B21","20231221","1"
"E0723B21","20231222","1"
"E0723B21","20231226","1"
"E0723B21","20231227","1"
"E0723B21","20231228","1"
"E0723B21","20231229","1"
"E0723B21","20240102","1"
"E0723B21","20240103","1"
"E0723B21","20240104","1"
"E0723B21","20240105","1"
"E0723B21","20240108","1"
"E0723B21","20240109","1"
"E0723B21","20240110","1"
"E0723B21","20240111","1"
"E0723B21","20240112","1"
"E0723B21","20240115","1"
"E0723B21","20240116","1"
"E0723B21","20240117","1"
"E0723B21","20240118","1"
"E0723B21","20240119","1"
"17B3CF94","20231209","1"
"17B3CF94","20231210","1"
"17B3CF94","20231216","1"
"17B3CF94","20231217","1"
"17B3CF94","20231223","1"
"17B3CF94","20231224","1"
"17B3CF94","20231225","1"
"17B3CF94","20231230","1"
"17B3CF94","20231231","1"
"17B3CF94","20240101","1"
"17B3CF94","20240106","1"
"17B3CF94","20240107","1"
"17B3CF94","20240113","1"
"17B3CF94","20240114","1"
"17B3CF94","20240120","1"
"17B3CF94","20240121","1"
"FAFBF3BC","20240122","1"
"FAFBF3BC","20240123","1"
"FAFBF3BC","20240124","1"
"FAFBF3BC","20240125","1"
"FAFBF3BC","20240126","1"
"FAFBF3BC","20240129","1"
"FAFBF3BC","20240130","1"
"FAFBF3BC","20240131","1"
"FAFBF3BC","20240201","1"
"FAFBF3BC","20240202","1"
"FAFBF3BC","20240205","1"
"FAFBF3BC","20240206","1"
"FAFBF3BC","20240207","1"
"FAFBF3BC","20240208","1"
"FAFBF3BC","20240209","1"
"FAFBF3BC","20240212","1"
"FAFBF3BC","20240213","1"
"FAFBF3BC","20240214","1"
"FAFBF3BC","20240215","1"
"FAFBF3BC","20240216","1"
"FAFBF3BC","20240220","1"
"FAFBF3BC","20240221","1"
"FAFBF3BC","20240222","1"
"FAFBF3BC","20240223","1"
"FAFBF3BC","20240226","1"
"FAFBF3BC","20240227","1"
"FAFBF3BC","20240228","1"
"FAFBF3BC","20240229","1"
"FAFBF3BC","20240301","1"
"0A73EBDA","20240127","1"
"0A73EBDA","20240128","1"
"0A73EBDA","20240203","1"
"0A73EBDA","20240204","1"
"0A73EBDA","20240210","1"
"0A73EBDA","20240211","1"
"0A73EBDA","20240217","1"
"0A73EBDA","20240218","1"
"0A73EBDA","20240219","1"
"0A73EBDA","20240224","1"
"0A73EBDA","20240225","1"
"0A73EBDA","20240302","1"
"0A73EBDA","20240303","1"
